Booking_ID,Passenger_ID,Booking_Date_Raw,Booking_Channel,Airline,Flight_Number,Route,Cabin_Class,Passenger_Age,Frequent_Flyer_Tier,Base_Ticket_Price,Seat_Selection_Fee,Baggage_Fee,Meal_Fee,Lounge_Access_Fee,Trip_Type,Payment_Method,Is_Cancelled,Checked_Bags_Count,Inflight_Wifi_Purchased,Special_Meal_Requested,Seat_Location_Pref,Booking_Lead_Time_Days,Delay_Duration_Minutes,Customer_Rating,Distance_Miles,Loyalty_Points_Earned,Discount_Code_Applied,Travel_Insurance_Opted,Checkin_Method,Security_Wait_Time_Min,Gate_Change_Occurred,Survey_Completed
BK-10186,PAX-50649, 2026-03-27 , Mobile_App ,Global Connect,FL-274,JFK-LHR,Business,27.0,Platinum,"$1,233.76",$44.28,$39.07,$0.00,$93.84,One-Way,Credit Card,0,2,0,None,Window,20,0,5.0,5456,4310,0,1,Counter,9.686489481103868,0,0
BK-10187,PAX-50868,2026-05-19,WEB_PORTAL,Oceanic Air,,CDG-JFK,Business,70.0,,"$1,212.47",$65.83,$0.00,$38.19,$69.62,One-Way,Crypto,0,2,1,None,Window,7,0,4.0,5456,1313,0,1,Counter,26.66586950227407,0,1
BK-10188,PAX-50373,05/02/2026,Agency_API,AeroFly,FL-981,DXB-LHR,Economy,61.0,Silver,$166.91,$53.09,$78.49,$60.46,$0.00,One-Way,PayPal,0,0,1,None,Window,68,0,5.0,3451,4624,0,0,Counter,2.340949242102596,0,1
BK-10189,PAX-50887,"Mar 01, 2026",WEB_PORTAL,SkyWays,FL-984,SIN-SYD,Economy,66.0,Gold,$162.65,$62.74,$43.65,$46.51,$0.00,Round-Trip,Crypto,0,3,1,None,Aisle,14,0,4.0,5456,2532,0,0,Counter,20.2714132085695,0,1
BK-10190,PAX-50756,27/06/2026,WEB_PORTAL,SkyWays,FL-991,DXB-LHR,Premium Economy,23.0,Gold,$497.85,$64.49,$0.00,$11.21,$0.00,Round-Trip,Crypto,0,2,1,Halal,Aisle,23,0,4.0,3635,4913,0,0,Online,17.35604402642054,0,0
BK-10191,PAX-50448,30/06/2026, Mobile_App ,Oceanic Air,FL-378,SIN-SYD,First Class,,,"$1,197.98",$32.02,$87.94,$24.31,$108.45,Round-Trip,Apple Pay,0,1,0,None,Window,71,0,3.0,3915,744,0,0,Online,13.58428848479982,1,0
BK-10192,PAX-50214,"Jan 17, 2026",web_portal,Oceanic Air,FL-238,SIN-SYD,Economy,,,$147.12,$0.00,$64.36,$0.00,$0.00,Round-Trip,PayPal,1,2,1,None,Aisle,29,12,4.0,3635,771,0,0,Online,16.800360908457787,0,0
BK-10193,PAX-50400, 2026-04-15 , Mobile_App ,Oceanic Air,FL-814,SIN-SYD,Economy,27.0,Gold,$163.58,$62.30,$0.00,$46.55,$0.00,Round-Trip,Crypto,0,2,0,None,Middle,3,0,4.0,3635,4011,0,0,Kiosk,12.914859041461138,0,1
BK-10194,PAX-50545,"May 19, 2026",web_portal,SkyWays,FL-705,JFK-LHR,First Class,70.0,Platinum,"$1,248.72",$17.76,$0.00,$0.00,$86.00,Round-Trip,Apple Pay,0,0,0,Halal,Window,84,0,,3635,2271,0,1,Kiosk,27.253535676290994,0,1
BK-10195,PAX-50261,2026-04-17,mobile_app,SkyWays,FL-746,CDG-JFK,Premium Economy,39.0,Silver,$485.37,$15.98,$32.08,$0.00,$0.00,Multi-City,Credit Card,0,1,0,None,Aisle,29,2,5.0,3635,1762,0,0,Counter,28.82698253016966,0,1
BK-10196,PAX-50564,"Feb 22, 2026",WEB_PORTAL,Oceanic Air,FL-998,JFK-LHR,Economy,25.0,Gold,$167.78,$0.00,$64.29,$0.00,$0.00,Round-Trip,Crypto,0,3,0,None,Window,12,3,5.0,3400,2924,0,1,Kiosk,13.885574479269932,0,1
BK-10197,PAX-50103,2026-04-10, Mobile_App ,Oceanic Air,FL-636,CDG-JFK,Business,48.0,,"$1,215.45",$74.51,$0.00,$13.29,$107.71,One-Way,Crypto,0,1,1,None,Window,4,0,4.0,3451,4861,0,1,Online,19.653149264811187,0,0
BK-10198,PAX-50839,"May 28, 2026",Agency_API,Oceanic Air,FL-646,SIN-SYD,Economy,,,$153.78,$69.56,$56.94,$35.74,$0.00,One-Way,Crypto,0,1,1,None,Window,47,29,5.0,3451,1420,0,0,Counter,10.049541174383716,0,0
BK-10199,PAX-50996,2026-05-03,Agency_API,AeroFly,FL-455,DXB-LHR,Economy,52.0,Gold,$149.31,$67.47,$0.00,$23.83,$0.00,Multi-City,Apple Pay,0,2,0,None,Aisle,29,0,5.0,3451,3930,0,0,Online,24.438312954018762,0,1
BK-10200,PAX-50836, 2026-04-01 ,Agency_API,SkyWays,FL-332,CDG-JFK,Business,52.0,Gold,"$1,242.51",$0.00,$0.00,$18.04,$68.00,Round-Trip,PayPal,0,0,0,None,Aisle,22,0,4.0,5456,4935,0,1,Counter,24.282055047859885,1,1
BK-10201,PAX-50369,"Apr 10, 2026",web_portal,SkyWays,FL-552,LAX-TYO,Economy,34.0,Gold,$141.93,$19.95,$0.00,$46.20,$0.00,Round-Trip,Credit Card,0,2,1,None,Aisle,67,0,5.0,3915,4984,0,1,Kiosk,16.228426603753864,0,1
BK-10202,PAX-50612,18/05/2026, Mobile_App ,Global Connect,FL-522,SIN-SYD,Premium Economy,57.0,Gold,$476.90,$18.11,$0.00,$0.00,$0.00,Round-Trip,Credit Card,0,0,1,Halal,Aisle,46,43,5.0,3451,3124,1,0,Counter,18.101310350519373,0,0
BK-10203,PAX-50880,05/05/2026,WEB_PORTAL,AeroFly,FL-410,LAX-TYO,Premium Economy,27.0,Gold,$493.34,$60.31,$0.00,$63.51,$0.00,One-Way,PayPal,0,1,0,None,Aisle,4,7,4.0,3451,4260,0,1,Online,17.437407302863974,0,1
BK-10204,PAX-50282,"Mar 11, 2026",web_portal,SkyWays,,CDG-JFK,Economy,60.0,Gold,$144.04,$0.00,$42.12,$43.21,$0.00,Round-Trip,Apple Pay,0,2,1,None,Window,11,4,3.0,3915,2550,1,1,Kiosk,8.289252997918346,0,1
BK-10205,PAX-50619,2026-05-05,mobile_app,AeroFly,FL-876,CDG-JFK,Economy,,,$166.79,$0.00,$0.00,$38.74,$0.00,One-Way,Apple Pay,0,0,0,None,Aisle,8,0,4.0,3400,4000,1,0,Online,27.276024885600762,0,1
BK-10206,PAX-50208, 2026-04-10 , Mobile_App ,Global Connect,FL-452,JFK-LHR,First Class,60.0,,"$1,242.33",$0.00,$49.18,$47.61,$89.96,One-Way,PayPal,0,2,1,None,Middle,40,0,3.0,5456,1665,0,0,Kiosk,13.398280566705415,0,1
BK-10207,PAX-50991,"Jun 21, 2026",mobile_app,SkyWays,FL-647,CDG-JFK,First Class,34.0,,"$1,192.65",$0.00,$35.22,$37.03,$92.39,Multi-City,Crypto,0,4,0,None,Middle,1,15,4.0,3635,875,0,1,Online,13.439104366452472,0,1
BK-10208,PAX-50740,"Feb 12, 2026",Agency_API,Global Connect,,LAX-TYO,Economy,36.0,Silver,$172.39,$46.17,$81.40,$0.00,$0.00,Round-Trip,Credit Card,1,0,0,None,Aisle,25,0,4.0,3451,2533,0,0,Online,17.097480873229003,0,0
BK-10209,PAX-50405,2026-02-02, Mobile_App ,Global Connect,FL-873,LAX-TYO,Premium Economy,62.0,Gold,$486.56,$0.00,$30.74,$0.00,$0.00,Round-Trip,Credit Card,0,2,0,None,Aisle,43,0,2.0,3635,645,0,0,Counter,23.973291512173674,1,0
BK-10210,PAX-50961,2026-04-11,mobile_app,AeroFly,FL-109,DXB-LHR,Economy,21.0,Gold,$199.61,$22.24,$76.90,$0.00,$0.00,One-Way,Crypto,0,1,0,None,Window,62,7,4.0,3400,4888,0,0,Kiosk,14.452180709447815,0,1
BK-10211,PAX-50754,"Jan 22, 2026",web_portal,SkyWays,FL-917,LAX-TYO,Business,18.0,Silver,"$1,244.98",$43.66,$0.00,$0.00,$90.79,One-Way,Apple Pay,0,1,1,Halal,Window,12,0,3.0,5456,931,0,1,Online,6.286888671579334,0,1
BK-10212,PAX-50619,"Feb 04, 2026",Agency_API,SkyWays,FL-336,LAX-TYO,Economy,,,$174.65,$0.00,$64.96,$0.00,$0.00,Round-Trip,Crypto,0,1,1,None,Window,51,0,4.0,5456,1204,0,1,Kiosk,12.678011635622795,0,1
BK-10213,PAX-50723,2026-02-16,WEB_PORTAL,SkyWays,FL-661,SIN-SYD,Economy,60.0,Platinum,$189.10,$21.19,$0.00,$0.00,$0.00,Round-Trip,Credit Card,0,0,1,None,Window,3,0,5.0,3451,3132,0,0,Counter,20.54484251447394,0,0
BK-10214,PAX-50303,"Mar 08, 2026",WEB_PORTAL,SkyWays,FL-521,SIN-SYD,Premium Economy,60.0,Gold,$492.58,$0.00,$0.00,$0.00,$86.36,One-Way,PayPal,1,0,0,Halal,Window,56,2,3.0,3635,4994,0,1,Online,31.13850172685512,0,0
BK-10215,PAX-50256,25/03/2026,WEB_PORTAL,Global Connect,FL-547,CDG-JFK,Economy,24.0,Silver,$171.28,$63.80,$77.14,$64.01,$0.00,One-Way,Credit Card,0,2,0,Gluten-Free,Aisle,4,18,5.0,5456,1463,1,1,Counter,10.440480201761066,0,0
BK-10216,PAX-50482, 2026-04-27 ,WEB_PORTAL,AeroFly,FL-267,JFK-LHR,Economy,,Silver,$156.51,$55.63,$82.67,$0.00,$0.00,One-Way,Credit Card,0,2,0,None,Aisle,15,16,3.0,3400,2734,0,1,Counter,10.220989395115026,0,1
BK-10217,PAX-50880,"Mar 28, 2026", Mobile_App ,AeroFly,FL-761,JFK-LHR,Economy,59.0,Platinum,$175.50,$51.62,$64.32,$0.00,$0.00,Round-Trip,Credit Card,1,1,0,None,Window,47,0,1.0,3635,2541,1,0,Counter,8.924426994967105,0,0
BK-10218,PAX-50265,"Mar 13, 2026", Mobile_App ,AeroFly,FL-487,CDG-JFK,Economy,42.0,Silver,$150.51,$27.78,$0.00,$17.24,$0.00,One-Way,Apple Pay,0,1,0,Halal,Aisle,4,0,5.0,3451,2328,0,0,Online,8.179650052203954,1,1
BK-10219,PAX-50652,2026-03-06,WEB_PORTAL,AeroFly,FL-181,SIN-SYD,Economy,63.0,, 173.35 ,$51.96,$67.09,$0.00,$0.00,One-Way,Crypto,0,1,1,None,Aisle,7,0,3.0,5456,2608,0,0,Online,25.23414876048858,0,1
BK-10220,PAX-50897,2026-05-01,Agency_API,Global Connect,FL-345,LAX-TYO,Economy,,,$160.66,$0.00,$53.75,$0.00,$0.00,One-Way,PayPal,0,3,0,None,Window,38,0,5.0,3635,4568,0,0,Kiosk,26.968131452186277,0,0
BK-10221,PAX-50643,2026-05-19, Mobile_App ,Global Connect,FL-919,CDG-JFK,Economy,73.0,,$162.87,$23.40,$32.96,$45.53,$0.00,Round-Trip,Crypto,0,2,1,Halal,Aisle,38,3,5.0,3915,1438,0,1,Counter,19.066535361482416,0,0
BK-10222,PAX-50100,31/03/2026, Mobile_App ,Global Connect,FL-926,CDG-JFK,Economy,23.0,Silver,$181.78,$36.09,$0.00,$0.00,$0.00,One-Way,Crypto,0,2,0,Gluten-Free,Window,30,3,4.0,3635,1306,1,0,Online,15.19372336715486,0,1
BK-10223,PAX-50713,2026-06-16,Agency_API,Oceanic Air,FL-378,JFK-LHR,Economy,50.0,,$157.99,$29.87,$0.00,$28.33,$0.00,Round-Trip,Apple Pay,0,3,0,None,Window,35,0,5.0,5456,1963,1,0,Online,28.746862721175756,0,1
BK-10224,PAX-50431,2026-06-16,mobile_app,Oceanic Air,FL-860,CDG-JFK,Economy,53.0,Platinum,$172.28,$0.00,$0.00,$46.77,$94.56,Round-Trip,Credit Card,0,0,0,None,Window,23,0,4.0,3915,3915,0,1,Kiosk,19.04344824993903,0,1
BK-10225,PAX-50600,08/01/2026,web_portal,SkyWays,FL-375,JFK-LHR,Economy,19.0,Silver,$153.52,$58.27,$48.66,$0.00,$0.00,One-Way,Apple Pay,0,3,0,None,Middle,8,0,4.0,3635,510,0,0,Counter,24.536620256162607,0,0
BK-10226,PAX-50119,2026-02-21,Agency_API,Global Connect,FL-973,DXB-LHR,Economy,,,$148.66,$16.61,$71.09,$0.00,$111.26,Round-Trip,Apple Pay,0,0,0,None,Window,12,0,1.0,3400,2368,0,0,Online,14.901306349669106,0,0
BK-10227,PAX-50214,09/06/2026,web_portal,Global Connect,FL-239,CDG-JFK,Premium Economy,37.0,Silver,$443.46,$27.33,$0.00,$0.00,$0.00,Round-Trip,PayPal,0,0,0,Gluten-Free,Window,6,0,5.0,5456,1384,0,0,Counter,18.26546312534264,0,1
BK-10228,PAX-50471,03/03/2026, Mobile_App ,SkyWays,FL-752,LAX-TYO,Premium Economy,43.0,Platinum,$464.99,$0.00,$0.00,$46.11,$0.00,Round-Trip,Crypto,0,1,1,Vegan,Aisle,71,0,1.0,3451,4064,0,0,Counter,10.575950127317721,0,1
BK-10229,PAX-50999,2026-05-02,Agency_API,Oceanic Air,FL-563,JFK-LHR,Business,19.0,Silver,"$1,213.31",$53.77,$76.44,$0.00,$107.49,Round-Trip,Apple Pay,0,1,0,None,Aisle,26,0,4.0,3451,1889,0,1,Counter,21.77549383136151,0,1
BK-10230,PAX-50951,25/05/2026,mobile_app,SkyWays,FL-737,CDG-JFK,Premium Economy,40.0,Gold,$459.82,$29.36,$66.30,$17.19,$0.00,One-Way,Credit Card,0,4,0,None,Window,15,0,4.0,3400,3901,0,1,Counter,19.145626504639893,0,1
BK-10231,PAX-50926, 2026-04-30 ,WEB_PORTAL,AeroFly,FL-428,SIN-SYD,Economy,37.0,Silver,$166.99,$0.00,$84.81,$31.58,$0.00,One-Way,Credit Card,0,2,0,Vegan,Window,18,16,5.0,3451,4821,1,0,Kiosk,12.632620605517294,1,1
BK-10232,PAX-50414,05/04/2026,Agency_API,AeroFly,,SIN-SYD,Premium Economy,50.0,,$472.14,$19.26,$60.99,$47.57,$0.00,One-Way,PayPal,0,5,1,Gluten-Free,Window,88,0,4.0,3635,1324,0,0,Kiosk,12.713357102841233,0,1
BK-10233,PAX-50345,2026-06-05,mobile_app,SkyWays,,SIN-SYD,Economy,21.0,,$143.09,$0.00,$0.00,$49.31,$0.00,Multi-City,Crypto,0,2,1,None,Aisle,4,0,3.0,3451,2765,0,1,Kiosk,27.69575102003246,0,1
BK-10234,PAX-50159, 2026-02-11 ,WEB_PORTAL,Oceanic Air,FL-290,JFK-LHR,First Class,74.0,, 1226.3 ,$33.99,$33.94,$16.61,$76.03,One-Way,Apple Pay,0,0,1,Halal,Window,26,0,3.0,3400,1436,0,0,Counter,29.8300125027709,0,1
BK-10235,PAX-50346,2026-01-28,WEB_PORTAL,Oceanic Air,FL-388,CDG-JFK,Business,70.0,,"$1,194.37",$40.25,$76.83,$9.47,$109.47,Round-Trip,Crypto,0,3,0,Gluten-Free,Window,21,0,2.0,3635,3300,0,1,Counter,16.721187979996074,1,1
BK-10236,PAX-50999,"Mar 21, 2026",web_portal,Global Connect,FL-832,DXB-LHR,Economy,53.0,Silver,$175.26,$0.00,$40.42, 12.16 ,$0.00,Multi-City,PayPal,1,1,0,Gluten-Free,Aisle,28,0,3.0,5456,3053,0,0,Kiosk,18.406521436572977,0,0
BK-10237,PAX-50680,12/04/2026,Agency_API,Oceanic Air,FL-108,JFK-LHR,Economy,32.0,,$153.02,$74.24,$0.00,$0.00,$0.00,Round-Trip,Credit Card,0,4,0,None,Window,0,1,3.0,3400,4345,0,0,Kiosk,20.400686847889304,0,1
BK-10238,PAX-50180,20/01/2026,web_portal,AeroFly,FL-254,LAX-TYO,Premium Economy,75.0,,$494.42,$15.83,$0.00,$0.00,$0.00,One-Way,Credit Card,0,0,0,Halal,Middle,61,24,3.0,3635,2296,0,0,Kiosk,18.88819054895812,1,1
BK-10239,PAX-50187, 2026-01-27 ,mobile_app,SkyWays,,SIN-SYD,Economy,26.0,,$194.54,$71.92,$0.00,$0.00,$0.00,Round-Trip,Credit Card,0,0,1,None,Window,80,0,2.0,3400,553,0,0,Counter,7.954213676768219,0,0
BK-10240,PAX-50849,2026-06-25,mobile_app,AeroFly,FL-530,LAX-TYO,Business,,Platinum,"$1,201.40",$0.00,$0.00,$5.34,$109.61,Round-Trip,Apple Pay,0,5,0,None,Aisle,24,0,4.0,5456,1226,1,0,Counter,20.567224063142316,0,1
BK-10241,PAX-50597,2026-05-25,mobile_app,SkyWays,FL-918,CDG-JFK,Economy,61.0,Silver,$184.81,$61.03,$0.00,$7.40,$0.00,One-Way,Credit Card,0,2,1,Halal,Aisle,35,0,4.0,3635,3236,0,1,Online,5.472665792396349,0,0
BK-10242,PAX-50935,"Mar 30, 2026",web_portal,Oceanic Air,FL-480,JFK-LHR,Economy,58.0,Platinum,$194.87,$53.43,$0.00,$51.42,$0.00,Round-Trip,PayPal,0,1,0,None,Window,76,2,3.0,3451,3670,0,0,Online,13.603894852454285,0,1
BK-10243,PAX-50170, 2026-06-19 ,web_portal,Global Connect,FL-910,SIN-SYD,Economy,44.0,,$182.23,$0.00,$0.00,$23.07,$0.00,One-Way,Crypto,0,2,1,None,Window,36,15,4.0,5456,2413,0,1,Online,21.032562879748905,0,1
BK-10244,PAX-50878, 2026-01-18 ,mobile_app,Oceanic Air,,JFK-LHR,Premium Economy,27.0,,$454.36,$0.00,$53.82,$9.37, 99.62 ,Round-Trip,Apple Pay,1,2,0,None,Window,4,0,4.0,3400,2096,0,0,Online,21.599965247549022,0,1
BK-10245,PAX-50645,"Jan 04, 2026",WEB_PORTAL,Oceanic Air,FL-868,LAX-TYO,Economy,37.0,Gold,$156.98,$0.00,$44.52,$62.42,$0.00,Round-Trip,Credit Card,0,0,1,Vegan,Middle,25,0,1.0,3915,2414,0,1,Counter,13.13956149474306,0,0
BK-10246,PAX-50884,2026-05-06,web_portal,Oceanic Air,FL-157,CDG-JFK,Premium Economy,39.0,Silver,$478.92,$73.46,$87.63,$14.56,$0.00,One-Way,Crypto,0,2,0,None,Window,27,0,2.0,3635,2966,0,0,Counter,15.249378358878495,1,1
BK-10247,PAX-50228, 2026-04-21 ,WEB_PORTAL,Global Connect,FL-501,DXB-LHR,Economy,26.0,,$161.58,$50.19,$50.65,$0.00,$0.00,One-Way,Apple Pay,0,2,0,None,Aisle,16,4,4.0,5456,3237,0,0,Counter,14.436980946009278,0,1
BK-10248,PAX-50231,"Jun 12, 2026",mobile_app,SkyWays,FL-581,DXB-LHR,Economy,26.0,Gold,$167.96,$53.59,$0.00,$0.00,$0.00,One-Way,PayPal,0,2,1,None,Middle,40,0,4.0,3915,1349,1,0,Online,17.38293502118358,0,0
BK-10249,PAX-50775,"Feb 09, 2026",web_portal,Oceanic Air,FL-961,CDG-JFK,Economy,61.0,Silver,$183.34,$72.21, 35.42 ,$44.80,$0.00,One-Way,Credit Card,1,0,0,None,Window,81,0,4.0,3635,2609,0,0,Kiosk,17.839233920186018,1,1
